source,target,con_type,con_year
8503,4600,f,2
1135,1146,f,4
5512,5543,f,1
496,492,f,1
1697,1896,f,1
9911,4936,f,6
4747,7543,f,2
3054,2944,f,5
4552,561,f,3
818,1413,f,3
4721,4716,f,2
8759,6178,f,2
5587,5496,f,2
167,163,f,2
3385,3415,f,2
4718,4797,f,2
1649,1318,f,2
1312,837,f,6
1900,1682,f,3
5295,5308,f,5
3538,3517,f,3
5394,6223,f,6
6142,6149,f,4
3144,3053,f,3
97,215,f,2
1918,1838,f,4
2980,2962,f,3
866,865,f,3
313,531,f,3
1747,2214,f,4
289,649,f,4
3606,3762,f,2
1307,792,f,1
1704,1631,f,3
2017,2180,f,3
595,369,f,2
6063,6386,f,2
4721,4833,f,4
4812,4978,f,2
112,403,f,1
1956,9484,f,5
1705,1653,f,2
478,407,f,1
4463,4455,f,1
4133,4146,f,5
8231,2193,f,3
9078,6332,f,4
1290,1486,f,2
1489,988,f,2
5064,5608,f,6
485,58,f,3
3573,9225,f,5
1688,942,f,4
5259,5302,f,3
810,1117,f,5
2375,2399,f,5
6074,6480,f,6
3965,3942,f,2
6375,6205,f,5
5231,5066,f,1
7199,7187,f,6
3213,3210,f,5
3060,3129,f,5
5303,9595,f,6
3905,3951,f,3
4886,4770,f,3
311,199,f,1
9810,9581,f,7
3652,3528,f,1
5203,6493,v,6
4518,8472,f,2
419,215,f,2
1732,1793,f,1
8374,3894,f,5
9147,9171,f,4
9078,6391,f,3
2695,2684,f,4
2131,1622,f,2
2416,2427,f,3
351,351,f,4
3846,3849,v,4
5245,5108,f,1
5308,5132,f,2
1198,900,f,3
3952,3945,f,1
5080,5301,f,2
6187,6462,f,2
582,570,f,3
4786,4773,f,2
3243,3264,f,3
1830,834,f,6
2706,8355,f,2
1223,1481,f,6
7258,7185,f,6
1489,1141,f,5
3408,3454,f,4
768,8104,f,7
3227,3105,f,5
7214,7215,f,1
166,4552,f,3
587,530,f,4
1474,894,f,2
4807,4813,b,4
3910,3983,f,5
1452,942,f,1
5254,5257,f,3
1946,1977,f,4
7178,6169,f,1
4977,4714,f,7
1509,1608,f,4
3747,3581,f,4
1423,832,b,5
2900,2520,f,2
3334,3456,f,2
5469,5549,f,3
4091,8400,f,3
3207,3021,f,2
1718,8770,f,5
225,4660,f,4
3096,2989,f,4
3952,3843,b,4
3388,3368,f,1
7108,5695,v,5
6498,6379,f,2
886,1056,f,1
15,279,f,5
5067,5203,f,5
4056,4068,f,1
9187,4339,f,5
902,881,f,1
82,297,f,2
7189,6431,f,1
8099,661,f,3
9709,9942,f,6
3975,3951,f,2
7344,7237,f,3
6132,6133,f,2
2450,2457,b,4
5305,5515,f,5
2592,2588,f,1
865,1466,f,1
5195,7245,f,5
4980,7149,f,7
1403,1126,f,4
4526,4225,f,4
1451,790,f,7
9934,6477,f,7
2509,2480,f,1
4233,4247,f,2
1931,1934,f,1
2213,2216,f,1
3611,3604,f,4
2981,3178,f,4
3870,3961,f,2
3936,8375,f,4
1459,8206,f,2
9932,5453,f,6
4831,4693,f,6
4323,4276,f,1
5612,5380,f,1
1591,1911,f,5
423,446,f,1
1111,1330,f,3
3438,3483,f,5
6061,6323,f,4
2212,1841,f,4
5468,5072,f,6
947,1384,f,2
1229,948,f,3
2153,2220,f,3
2543,8343,f,2
1293,1672,f,5
9109,8249,f,4
9000,6067,f,3
4772,4886,v,4
51,336,b,4
2086,1740,f,3
1378,1232,f,1
3601,3662,f,3
8568,6522,f,2
4979,9285,f,4
4859,4835,b,5
2186,768,b,6
1494,1500,f,6
2377,2394,v,5
3616,3684,f,2
8368,3870,f,2
732,1043,f,3
2216,2000,f,5
314,306,f,1
5185,5184,f,3
3352,3391,f,1
1180,939,f,4
2598,2603,f,2
7435,9305,f,7
2645,2675,f,3
1304,1393,f,2
1017,1650,f,6
5394,6494,f,2
6471,7115,f,3
4804,4747,f,4
3426,3392,f,1
1071,1212,f,1
148,127,f,2
243,570,f,2
6506,7207,f,4
9948,5035,f,6
708,3170,f,1
907,9435,b,4
4687,4689,f,3
6487,8725,f,7
3074,3234,f,2
9672,708,b,4
5310,5132,f,6
3064,3242,f,3
6466,6152,f,5
1354,1213,f,3
846,8140,v,4
7238,6148,f,3
2772,2543,f,4
7339,6402,b,4
2159,8229,f,3
4876,4882,f,1
3352,3381,f,2
771,2234,f,4
9527,1601,f,5
1615,1520,f,2
4366,76,f,5
4,8259,f,4
301,4342,f,4
9472,1992,f,4
2090,2045,f,3
2039,1782,f,2
3851,4044,f,3
641,469,f,5
2775,2498,f,4
1301,1382,f,3
6382,6381,f,2
4026,3955,f,4
2786,2538,f,3
4119,4165,f,4
1970,1962,f,5
2723,2716,f,1
3392,3403,f,4
2871,2882,f,5
7409,7355,f,5
962,1051,f,2
3938,4014,f,2
6179,7288,f,5
2368,2381,f,3
8753,5700,f,4
4062,4080,f,3
9277,9074,f,5
5469,5589,f,2
6212,7184,f,5
4701,4780,b,4
4105,8398,f,3
4817,4961,f,3
3730,3708,f,5
8138,1964,f,7
1629,1622,v,5
2025,9099,f,4
1335,1337,f,1
6470,6149,f,4
6200,7247,f,7
5249,5179,f,4
1782,2106,f,3
8061,2455,b,4
8357,8348,f,2
6283,7253,f,6
6635,6066,b,5
7766,3314,f,3
1074,852,f,4
4282,4294,f,1
2030,767,b,4
3726,3606,v,5
1179,1991,f,7
2167,1797,f,2
499,117,b,4
8636,5401,f,4
3531,3739,f,3
4302,4303,f,3
8463,615,f,5
795,1462,f,4
246,40,f,1
2067,1621,f,4
4081,4007,f,1
2206,1754,f,7
2336,8219,b,5
831,754,f,1
3308,3304,f,2
7189,6431,f,3
2095,1437,b,5
5062,5515,f,5
3615,3621,f,5
1969,1641,f,3
7375,7354,f,2
4876,4964,b,6
7435,6226,f,3
4078,4069,f,2
6451,6446,f,1
3027,2976,f,4
6059,6570,f,1
5076,5209,f,2
8141,1205,b,5
2359,1479,f,3
1806,1798,f,5
7175,7287,f,1
2044,2224,f,2
5027,5275,f,5
352,199,f,3
4410,4484,f,3
8681,8668,f,2
3259,8251,b,5
2890,2469,f,5
3071,2978,f,1
6160,7237,f,6
2374,2366,f,1
1025,1102,f,4
2178,1871,f,5
2695,2702,f,1
9723,7441,f,7
10013,1306,f,7
354,528,f,1
1062,1210,f,5
8084,9709,f,7
5037,5275,f,3
4269,4167,f,4
8043,139,f,2
5287,5488,f,6
2455,2448,f,1
5440,8665,f,2
3515,9010,f,4
7149,8661,f,7
4902,4763,f,6
2443,2452,f,5
9602,3010,f,4
9091,3188,f,3
3351,3336,f,2
807,823,f,4
8219,1749,b,5
3574,3693,f,1
2530,2685,f,5
7198,6465,f,5
282,469,f,5
1995,2043,f,3
593,605,v,5
2968,3226,v,4
5434,5427,f,1
1800,1859,f,3
357,346,f,1
3082,2968,f,3
9755,870,f,6
972,1037,f,5
4436,4426,f,2
5351,9576,f,6
7178,7376,f,2
1227,1225,f,7
3020,3014,f,2
6471,6264,b,5
84,4243,f,4
7444,7266,f,7
3347,3357,f,3
1795,2088,f,2
5189,5100,f,6
382,462,f,1
533,9148,v,5
2515,2463,f,3
1203,1197,f,2
2794,2792,f,1
4910,4745,f,3
1000,1482,v,5
9609,2946,b,4
5146,8081,f,3
252,7726,f,3
475,493,f,1
8375,3852,f,3
3435,3438,f,2
6146,6139,b,4
2020,1968,f,4
3174,2973,f,2
2969,3127,f,3
6372,6466,b,7
4155,4223,b,5
2551,2552,f,5
4886,4757,f,4
3171,3147,f,5
2231,2247,f,1
2956,2949,f,2
2136,1770,f,5
57,330,f,2
7625,5096,f,1
295,305,f,2
1737,2095,f,1
1346,983,f,3
768,8104,f,6
1940,1964,f,1
184,8046,f,3
5450,5447,f,1
2903,2879,f,3
3075,3233,f,1
6330,6623,f,2
3194,3076,f,3
7192,6251,b,6
40,4413,f,5
4509,8431,b,4
277,8045,f,2
7220,6362,f,6
1949,1971,f,3
4165,4180,f,1
6137,7413,f,5
4305,4303,f,1
528,542,f,2
4879,4888,f,6
4564,4389,f,2
9114,6494,f,6
3420,9249,f,5
3918,3962,b,4
4748,4767,f,1
5158,5243,v,5
637,318,b,5
9420,5463,f,4
7183,7446,f,6
4620,8457,f,4
4323,4132,f,4
4093,4084,f,4
221,229,f,4
6497,6331,f,4
4716,4725,f,1
564,565,f,4
3154,3188,f,3
7263,7448,f,3
5538,5345,f,6
1066,1439,f,1
2095,8229,b,6
6623,6593,f,2
2728,2719,f,2
2598,2604,f,2
1948,1814,f,5
3138,3139,f,4
4811,4866,f,4
2987,3128,f,3
2870,2859,f,3
1369,1716,f,5
46,661,f,3
215,550,f,4
676,3460,f,2
291,298,b,4
1756,2115,f,3
769,843,f,4
1795,1805,f,1
2045,9467,f,5
3148,3086,f,4
2863,2877,f,4
4745,4745,f,7
929,1285,f,6
257,623,f,2
1945,9635,f,4
1901,2029,f,5
9169,87,f,4
4911,4900,f,1
4000,4022,b,4
2914,2915,f,4
1099,8201,f,2
2019,1234,b,4
1466,1027,v,4
2461,2433,f,2
748,930,f,4
3093,3100,f,1
2821,2819,b,5
844,1136,b,4
1660,2188,f,5
4892,4724,f,2
1788,773,b,6
4924,4932,f,3
1310,1158,f,5
3382,3431,f,4
9940,8633,v,7
7410,6095,b,5
615,165,f,5
1619,2063,f,4
2081,2084,f,1
858,1296,f,3
2505,8015,v,5
4074,3865,f,1
1135,1146,f,3
6411,7219,f,1
3914,4034,f,3
6294,2341,f,4
2220,2201,f,1
4863,4788,f,1
1354,1213,v,5
3662,3601,f,2
5268,5261,f,1
2690,2680,f,3
2025,1667,f,1
7190,7140,f,7
2855,2558,f,3
9581,8097,f,6
4187,4239,f,2
2175,2247,f,2
97,4228,b,4
9908,5045,f,6
9069,3312,f,4
9052,9495,f,6
5099,5026,f,2
5295,9597,f,4
7318,7241,f,2
2380,2457,f,4
4109,4112,f,4
2989,3045,f,3
276,282,f,4
1754,2013,f,5
4074,8404,f,5
2670,2666,f,4
2461,2371,f,4
8041,4201,f,4
3339,3346,f,2
2099,1776,f,7
3362,3267,f,1
1671,1588,f,5
4996,5634,f,7
7721,7422,b,6
6417,6371,f,2
3613,3642,f,3
1798,2000,f,4
7399,7315,f,4
942,9521,f,4
8112,750,f,4
2807,2809,f,1
4483,9120,f,5
1403,820,f,3
1179,1318,f,7
6459,7162,f,4
7381,6222,f,1
5026,5150,f,7
4396,4450,f,3
8548,6115,f,3
1972,1926,f,2
8015,2899,f,2
5,493,f,2
8060,2455,f,4
6124,6118,f,3
4279,4294,f,1
2236,2228,f,2
1325,1186,f,2
4054,3882,f,3
4160,4156,f,3
2402,2397,f,4
3412,3363,f,4
8516,6501,f,5
6498,6499,f,3
2130,1966,f,4
8438,8028,f,4
7581,4815,f,2
3744,4612,f,4
2992,2991,f,3
452,585,f,1
341,315,f,2
8251,3400,f,3
6302,6298,f,1
1622,1637,v,4
335,286,f,1
3385,676,v,5
2577,2728,f,3
2841,2837,f,3
5548,5427,f,2
4187,4264,v,4
3650,3530,b,4
7355,6425,f,6
7274,6453,f,4
884,962,f,2
7217,7103,f,6
28,4508,f,4
8127,894,f,3
5127,5035,f,2
823,760,f,1
4008,8399,f,2
1330,979,f,7
1197,967,f,2
1520,1622,f,7
6368,6359,f,1
1277,1285,f,1
7283,6205,f,2
7124,6470,f,6
3548,8305,f,5
1889,1865,f,1
465,9460,f,4
633,323,f,1
3573,9225,f,4
8431,580,f,4
4339,4354,f,1
5543,8611,f,4
8289,8308,f,2
805,1304,f,7
4239,4187,f,2
183,265,f,2
3720,3729,f,5
2032,2014,f,1
1315,2121,f,7
2198,1751,f,4
965,1406,f,3
1862,958,v,6
1136,912,f,3
7404,6453,f,2
3134,3125,f,1
8497,8458,f,4
4329,4559,v,5
5085,5234,f,4
7330,6079,f,4
1268,1257,f,1
6416,6397,f,3
8056,147,f,3
1108,950,f,3
4947,6180,f,7
5596,5372,f,5
6279,6359,f,3
8258,3537,f,5
1140,1372,f,2
8070,7327,f,6
4710,6323,f,7
4264,4213,f,2
7260,6326,f,3
7366,6470,f,5
1776,2155,v,4
4388,4616,f,5
3940,9321,v,5
3476,3413,f,1
1093,1102,f,7
3953,4013,f,3
1486,1438,f,7
84,4293,f,2
6149,7366,f,5
8249,3009,f,3
1136,912,f,1
356,346,f,1
448,8482,b,4
4162,4198,f,3
929,998,f,6
7289,6319,f,3
5305,5122,f,3
5369,9339,f,4
1520,1948,f,3
4956,4858,f,3
1484,988,f,1
6200,6598,f,3
7172,9388,f,4
6269,6271,f,1
4426,4583,f,5
1329,868,f,6
6318,5284,f,5
1353,1216,f,3
6366,7192,f,7
2724,2603,f,4
3594,3522,f,1
1298,1323,f,1
480,477,f,1
5109,9749,f,7
968,1339,f,3
2945,4057,f,5
2101,1841,b,4
1932,1641,f,6
2106,1780,f,3
1840,2229,f,1
1139,991,f,3
777,925,f,1
603,370,f,1
3323,3481,f,5
2686,2683,f,2
8434,250,f,2
1221,1295,f,6
8237,3445,f,2
318,412,f,4
3972,4002,f,1
324,107,f,3
4010,3959,v,4
6148,7238,f,6
801,867,f,7
1064,1509,f,6
1435,775,f,1
7287,6142,f,4
2821,2819,f,2
4480,4507,f,1
2505,2463,b,4
497,116,f,2
2620,2625,f,2
3,13,f,2
4351,4130,f,5
3688,3585,f,3
5189,5190,f,2
10110,918,f,7
3537,3552,f,1
4886,4770,f,2
1976,1631,f,1
4103,4087,f,2
783,1375,f,3
2150,1466,f,6
6383,6389,f,6
4070,4104,f,1
2044,2166,f,5
8727,8753,f,2
4860,5225,f,5
985,1693,f,7
1834,9516,f,7
2852,2806,f,2
2400,2393,v,4
1529,1642,f,3
5062,5184,f,1
2116,2125,f,1
1657,1671,f,1
2189,2171,f,5
3523,3730,f,1
8759,7287,f,2
4663,4669,f,1
4232,4246,f,1
6432,6443,f,2
9108,1885,f,6
2829,2831,f,1
4426,4421,b,5
3464,3259,f,3
4881,4870,f,1
6191,6163,f,2
3338,3319,f,1
757,744,f,1
6068,6484,f,6
2430,2397,f,3
9845,9420,f,7
3329,3403,f,3
3578,3684,f,2
5352,5597,f,4
5555,5450,f,4
6358,7147,f,6
1276,1272,f,1
8229,1745,f,6
1922,1936,f,1
4672,4669,f,1
701,2826,f,1
832,965,f,2
3391,3422,f,3
6064,5698,f,4
1402,1701,f,7
7438,8585,f,4
2850,2835,b,4
6063,5696,f,3
3940,3875,f,4
7263,9304,f,5
4493,4420,f,2
431,363,f,4
8241,3379,f,5
2225,2232,f,1
771,925,f,6
9046,9156,b,5
2397,2368,f,2
7215,6082,f,7
1421,1810,f,7
5586,4881,f,6
2493,8062,f,5
6607,6060,f,1
1213,923,f,4
4119,4167,f,2
6113,5591,f,7
9501,947,f,5
334,332,f,1
3979,3857,f,3
3850,3860,f,1
8375,8374,f,3
2478,2526,f,2
2478,2490,f,4
9162,358,f,4
2714,33,f,4
8102,1185,f,2
543,305,f,3
2202,2218,f,4
6156,5593,f,6
3103,2965,f,5
585,4176,f,5
1317,1393,f,5
421,81,f,2
2498,2519,f,2
7163,6146,f,2
4609,4450,f,2
761,997,f,2
4518,4528,f,3
1182,821,f,1
3308,3300,f,4
353,290,f,3
2838,8016,f,3
1355,1280,f,3
757,745,v,7
4460,9125,v,4
2860,2877,f,1
2,267,f,1
8209,8323,f,7
471,9637,f,5
1183,1253,f,2
5265,5263,f,1
6389,7104,f,6
637,191,f,1
7333,4906,f,5
43,22,f,2
969,985,f,1
1955,1953,f,3
9386,7233,f,5
2237,2249,f,1
1320,1323,f,1
3627,3528,f,1
5027,5326,f,4
782,2137,f,6
3180,3013,f,2
4032,3857,f,5
1058,897,b,4
6232,7199,f,4
3068,9547,f,4
4592,4435,f,2
2184,1586,b,7
1904,771,f,5
2472,2507,f,5
810,8106,f,3
1893,2155,b,5
8066,7310,v,4
789,1391,f,2
1159,1166,f,2
1314,855,f,7
2530,2516,f,3
5098,5112,f,3
3475,3451,f,4
2231,1726,f,5
5289,8695,f,5
9698,967,f,5
3200,3169,f,4
4579,4497,f,4
499,13,f,1
9451,8408,b,4
2532,2531,f,5
5472,5221,f,5
434,76,f,2
2680,2697,f,1
5106,9597,f,4
2111,762,f,7
1797,1901,f,6
1734,2362,f,3
8436,4483,f,2
922,1134,f,2
6461,7242,f,6
2226,1724,f,5
5390,4978,f,7
2096,1806,f,7
7258,7154,f,3
3956,9035,f,4
511,2873,f,4
8734,6293,f,4
2407,2402,f,1
6056,7450,f,1
3877,3861,f,1
4817,4775,f,6
9461,691,b,4
4515,7726,f,3
3965,3964,f,4
4943,4921,f,5
525,4174,f,5
4228,4312,f,1
5469,5612,f,4
1377,8101,f,5
2728,2717,f,2
3415,546,f,2
6304,6386,f,4
4372,4121,f,1
2795,2797,f,1
166,242,f,1
321,269,f,2
1231,1086,f,1
8702,5257,f,6
182,191,f,1
826,742,f,5
2683,2879,v,4
1382,1301,f,1
2620,5197,f,7
140,418,f,3
7218,6057,f,1
4460,4598,f,2
3636,3659,f,2
2316,5089,b,6
2120,2136,f,5
4509,4519,f,1
1990,2064,b,6
3252,9067,f,4
49,48,f,1
4230,4212,f,3
5539,7194,f,4
9602,2945,f,5
3986,8376,f,4
151,8041,f,4
7364,7360,f,1
636,693,f,4
2580,3514,f,4
4710,9627,b,5
442,131,f,1
2132,1647,f,4
212,126,f,2
2083,2200,f,2
6,9039,v,4
790,8109,f,4
2561,2566,f,2
3626,3655,f,2
7244,7312,f,4
2953,3177,f,3
1222,1481,f,1
2090,2166,f,3
7184,6477,f,2
11,479,f,4
2725,2711,f,2
2816,8016,b,5
4659,4653,f,1
139,37,b,4
554,515,f,1
5405,5385,f,5
5497,5405,f,2
1883,1062,f,4
7383,7380,f,4
9004,2810,b,5
1584,833,f,4
1781,2212,v,4
247,226,f,2
4596,4395,f,1
585,4463,f,2
3176,3165,f,1
960,965,f,2
1091,1022,f,2
22,226,f,2
736,1033,f,2
2852,2811,v,4
3345,3350,f,4
4597,4545,f,3
2122,2070,f,2
2801,2829,f,1
183,188,f,1
3753,3630,f,2
1024,1308,f,2
1325,1345,f,1
4109,4117,f,2
1202,2123,f,6
3896,8374,f,4
4349,4572,f,4
103,272,f,4
5252,9651,f,5
4831,4911,f,5
1011,957,f,3
2572,2519,b,4
6467,5086,f,5
7420,5039,f,5
2012,1730,f,5
243,375,f,5
410,3942,f,5
234,45,f,1
6490,6260,f,5
1229,1935,f,4
6223,6443,f,5
8047,274,b,5
3396,3348,f,3
1758,1649,f,4
4401,4478,f,2
4751,4887,f,3
3381,3244,f,2
3493,3488,f,3
5294,5143,f,2
9749,6216,f,7
5087,5227,f,5
4481,4433,f,5
4968,4896,f,2
2224,1796,v,5
5113,4910,f,3
9712,6216,f,7
9382,9415,f,6
4862,4849,f,3
3638,3692,f,3
104,278,f,3
4062,4080,v,4
3339,3350,f,2
4860,4937,f,4
550,9171,b,4
9152,9155,f,5
2524,2500,f,1
735,1417,f,3
537,132,f,4
6159,6149,f,1
4581,4503,v,4
1204,984,v,5
1771,1631,f,1
2208,8225,f,6
571,700,f,4
4714,9271,v,7
1781,1730,f,6
421,297,f,1
2107,2051,f,2
4691,4778,f,5
1132,2046,f,4
3335,3360,f,5
1816,2173,f,2
4304,4290,f,2
7134,6112,f,2
194,114,f,3
8299,3379,f,5
7209,6484,f,5
2481,2513,f,1
5506,8672,f,4
446,75,v,4
2724,2603,f,2
4148,4191,f,1
842,1590,f,4
5126,9557,f,4
167,4389,f,5
258,4429,f,3
7117,6499,f,3
3761,3541,f,5
169,174,f,1
102,274,f,5
3391,3352,f,2
3245,3379,f,4
9780,7258,f,6
4062,8408,f,2
5532,5369,f,4
1676,1670,f,6
9151,539,f,4
6384,6059,f,3
2877,2863,f,4
5,52,f,5
3401,3390,f,2
3242,2981,f,5
1840,1832,f,2
6585,4942,f,6
2676,2678,f,1
7153,6412,f,3
1859,2042,f,3
2370,2425,f,1
1382,1301,f,4
4935,4937,f,2
1218,1215,f,4
4722,4723,f,1
1239,1225,f,1
829,1337,f,1
4743,4916,f,1
3263,3439,f,5
4465,4394,f,1
7339,6493,f,2
3943,4077,f,5
6504,6472,f,7
1319,8191,f,3
2861,2675,v,4
4478,4606,f,5
3723,3605,v,4
1293,766,f,1
6196,6547,f,2
1153,1340,f,6
8119,1141,f,2
934,8745,b,4
3252,3278,f,1
8241,3251,f,3
3418,3461,f,3
1081,1837,f,6
9511,1280,f,4
3370,3382,f,1
1422,8117,v,5
912,1439,f,1
2502,2530,f,4
3000,3240,f,2
1871,1867,f,2
1197,985,f,2
7193,6229,f,1
1781,2052,v,5
4919,5057,f,2
8357,8065,f,5
1470,948,f,1
700,223,f,1
4724,4803,f,2
2572,2485,b,4
3383,3374,f,2
121,203,f,4
3157,3035,f,2
8715,7235,f,2
4489,4397,f,1
129,417,f,1
4435,8510,f,3
3491,3480,f,1
3404,3412,f,2
5032,9580,f,5
5086,5230,f,1
1792,1752,f,7
4568,4381,f,3
6482,6073,f,1
9041,9365,f,5
3935,4071,f,4
6404,6136,f,2
2171,1814,f,2
2989,3175,f,1
4795,6405,f,5
4915,7543,f,3
4147,4129,f,4
925,1875,f,2
3194,2942,f,5
6329,7106,f,2
2787,2799,f,1
406,9453,v,4
1335,1347,f,1
1009,1179,f,1
1927,1238,f,3
2820,2828,f,2
264,539,b,4
1664,2180,f,1
5280,5357,v,5
15,410,f,3
3208,3230,f,4
3722,3723,f,1
5314,5307,f,6
2882,2906,f,1
7118,7361,f,3
734,885,v,4
2507,2486,f,3
3232,9601,f,4
1695,1682,f,1
7279,6143,f,4
817,1337,f,5
788,1098,f,1
120,324,f,1
1509,8770,f,5
8307,3660,f,4
7448,6622,b,6
2543,2545,f,2
746,967,b,4
5602,4727,f,6
843,772,f,5
4936,5301,f,7
440,207,f,2
6269,6379,f,5
5346,5358,f,3
2160,1785,f,5
5227,5437,f,5
1637,1708,f,2
2041,1859,f,7
3315,3379,f,1
4013,4012,f,3
974,1048,f,2
2012,9704,b,5
2034,2220,f,4
9358,7165,v,4
6462,6449,f,3
5277,5200,f,5
3438,3411,f,5
3843,3901,b,4
6203,6203,f,3
4291,4275,f,1
4925,4934,f,1
857,1054,f,6
2049,1844,f,2
3977,3966,f,4
3076,2347,f,2
5241,6100,f,7
72,8042,f,3
173,45,f,3
5539,8671,f,4
7163,5245,f,4
3738,3551,f,2
683,274,f,2
6137,7362,f,5
3138,3134,f,1
7243,8594,f,6
706,213,f,3
1843,1847,f,1
7176,6194,f,3
2964,2967,f,4
3761,3760,f,3
9455,183,b,5
4754,4769,f,1
40,383,f,2
3906,3884,b,4
2784,2859,v,5
200,521,f,5
3494,3406,f,3
2549,2581,f,1
8369,3998,f,2
2672,2674,f,3
3333,3328,f,5
2700,2683,f,5
846,2240,f,4
946,1379,f,5
4006,4045,b,4
1009,1155,f,1
1170,1088,f,4
9158,9181,f,5
3231,3077,b,4
913,1005,f,1
1833,1920,f,1
2799,2883,f,2
211,9189,f,5
234,7800,f,3
4276,4281,f,4
188,183,f,2
1016,1624,f,7
1773,1777,f,4
4365,4296,f,5
1997,1599,f,2
5073,5193,b,4
9704,1781,b,4
527,297,f,1
9434,9436,f,5
5062,9888,f,6
1104,1302,f,3
635,411,f,1
1112,1418,v,6
4626,4468,f,1
817,753,f,5
5092,5035,f,3
6425,7320,f,7
6261,6445,f,6
5491,5604,f,3
8,319,f,1
1223,1816,f,4
1470,10111,f,7
3865,8381,f,3
1924,1950,f,3
6178,6094,f,4
2710,2717,f,1
2797,2878,f,4
1410,1415,f,1
4294,4279,f,1
1043,1255,f,4
5240,5236,f,2
2558,2547,f,1
4187,4121,f,2
4817,4752,f,2
8312,3674,f,2
4506,4439,f,3
6146,6101,f,4
831,1411,f,5
3056,3041,f,1
8750,6283,f,7
2081,1798,f,4
2674,2682,f,3
7334,8731,f,6
4460,4167,f,4
4184,9147,f,5
1985,1618,f,2
8221,2043,b,4
7410,6470,f,2
6216,5427,f,6
160,4404,f,3
492,638,f,5
6491,6494,f,2
930,930,f,4
1931,2736,f,5
6488,6476,f,1
357,442,f,3
1341,887,v,4
1908,1671,f,3
4304,4311,f,1
8097,8069,f,5
1989,1927,f,1
4077,491,f,2
9483,9513,f,5
3212,3107,f,3
3241,3045,f,2
8125,734,f,3
3376,3311,b,4
3265,546,f,4
9492,1309,f,5
3018,3173,f,5
